fichier,ad_id,etat_declare,photo_origine,largeur,hauteur,fraction_cadre
3240290126.jpg,3240290126,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3240290126/01.jpg,379,327,0.2845617810340184
3239602210.jpg,3239602210,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239602210/00.jpg,487,445,0.3735699047998292
3239665272.jpg,3239665272,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239665272/02.jpg,800,600,0.9765039515443928
3239882023.jpg,3239882023,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239882023/01.jpg,844,620,0.4499901788473653
3239506688.jpg,3239506688,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239506688/02.jpg,800,550,0.8406742370260181
3239713404.jpg,3239713404,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239713404/00.jpg,773,516,0.3860866323394933
3240352631.jpg,3240352631,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240352631/00.jpg,619,449,0.49115010554445504
3239825808.jpg,3239825808,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239825808/02.jpg,600,742,0.8383962723556115
3239672211.jpg,3239672211,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239672211/01.jpg,516,382,0.33884522170813
3240393722.jpg,3240393722,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240393722/02.jpg,739,450,0.8605786981491721
3239861614.jpg,3239861614,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239861614/00.jpg,489,309,0.2598638938948716
3206311096.jpg,3206311096,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3206311096/02.jpg,600,614,0.7266225189169345
3240454580.jpg,3240454580,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240454580/00.jpg,752,471,0.5562793931546921
3239920858.jpg,3239920858,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239920858/00.jpg,518,574,0.5332458270580797
3239769254.jpg,3239769254,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239769254/01.jpg,540,321,0.2991755413833016
3240147135.jpg,3240147135,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3240147135/01.jpg,509,381,0.33374520434507954
3239868676.jpg,3239868676,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239868676/01.jpg,329,209,0.19189906076461036
3156402100.jpg,3156402100,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3156402100/06.jpg,800,600,0.9331556910964238
3239249120.jpg,3239249120,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239249120/00.jpg,509,474,0.41423654342322763
3227135348.jpg,3227135348,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3227135348/02.jpg,600,487,0.5721051568444185
3240355388.jpg,3240355388,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240355388/00.jpg,635,473,0.7912936664470919
3198768662.jpg,3198768662,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3198768662/00.jpg,362,189,0.19545865792763495
3226983334.jpg,3226983334,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3226983334/07.jpg,900,647,0.8999220628543445
3205194900.jpg,3205194900,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3205194900/00.jpg,736,471,0.6254312309897941
3239836098.jpg,3239836098,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239836098/00.jpg,512,283,0.24127146440739308
3240342988.jpg,3240342988,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240342988/02.jpg,229,244,0.16334443182894598
3240402489.jpg,3240402489,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3240402489/01.jpg,900,395,0.4747439104989747
3240376960.jpg,3240376960,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240376960/02.jpg,900,493,0.5455747227650233
3205521885.jpg,3205521885,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3205521885/02.jpg,372,340,0.217499025150274
3231932425.jpg,3231932425,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3231932425/01.jpg,469,343,0.2761981568397896
3239227605.jpg,3239227605,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239227605/02.jpg,600,769,0.9015643666145519
3239733018.jpg,3239733018,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239733018/02.jpg,347,248,0.14827299096362548
3169138282.jpg,3169138282,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3169138282/00.jpg,873,682,0.6194119227474911
3239221673.jpg,3239221673,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239221673/00.jpg,581,452,0.4729021819697858
3239798071.jpg,3239798071,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239798071/01.jpg,569,517,0.5261665763144847
3240457032.jpg,3240457032,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240457032/01.jpg,450,313,0.33132664097233727
3240391503.jpg,3240391503,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240391503/02.jpg,600,784,0.9016278974282839
3240039348.jpg,3240039348,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3240039348/01.jpg,900,553,0.6144792934197884
3239638130.jpg,3239638130,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3239638130/00.jpg,769,450,0.5640667332235348
3239154503.jpg,3239154503,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239154503/02.jpg,600,401,0.4655433404770572
3240420423.jpg,3240420423,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240420423/01.jpg,800,490,0.7065398989609485
3236863487.jpg,3236863487,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3236863487/01.jpg,399,357,0.3424969559300807
3239889594.jpg,3239889594,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239889594/02.jpg,600,753,0.8590966461012262
3208044510.jpg,3208044510,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3208044510/04.jpg,900,375,0.40596326163514745
3170279519.jpg,3170279519,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3170279519/02.jpg,432,300,0.22239965979879633
3240072186.jpg,3240072186,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3240072186/02.jpg,600,748,0.8501542615890503
3205973075.jpg,3205973075,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3205973075/01.jpg,714,579,0.7232571348572805
3240357471.jpg,3240357471,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240357471/02.jpg,600,720,0.8368138305466506
3240354154.jpg,3240354154,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240354154/00.jpg,542,391,0.38172457971663487
3212426608.jpg,3212426608,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3212426608/00.jpg,600,425,0.45424650566168323
3239815585.jpg,3239815585,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239815585/00.jpg,600,628,0.6807034574493839
3240478838.jpg,3240478838,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240478838/02.jpg,600,680,0.761620126933505
3240382591.jpg,3240382591,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240382591/02.jpg,600,574,0.6834108734130859
3239190083.jpg,3239190083,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239190083/01.jpg,526,372,0.33752988516898086
3239261072.jpg,3239261072,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239261072/00.jpg,556,405,0.40134820929723164
3240478273.jpg,3240478273,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240478273/02.jpg,600,698,0.8249915934255385
3240438819.jpg,3240438819,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240438819/00.jpg,593,330,0.34923319718693774
3239957536.jpg,3239957536,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239957536/01.jpg,744,431,0.576666587030781
3239587324.jpg,3239587324,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239587324/01.jpg,761,600,0.8329710977014068
3240387410.jpg,3240387410,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240387410/02.jpg,551,265,0.2541782962617581
3234385109.jpg,3234385109,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3234385109/01.jpg,900,342,0.4383576346109622
3236219417.jpg,3236219417,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3236219417/02.jpg,334,245,0.14692357064658232
3240452120.jpg,3240452120,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240452120/01.jpg,796,453,0.6371577347325884
3239985596.jpg,3239985596,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239985596/00.jpg,555,335,0.3198178858057974
3239181507.jpg,3239181507,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239181507/02.jpg,600,610,0.7097415991701211
3175397498.jpg,3175397498,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3175397498/02.jpg,600,776,0.9036636042025944
3240345879.jpg,3240345879,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240345879/02.jpg,600,490,0.5550240444420633
3240400978.jpg,3240400978,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240400978/01.jpg,800,486,0.7018283196391693
3240416698.jpg,3240416698,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240416698/02.jpg,600,638,0.7496720492839813
3240354366.jpg,3240354366,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240354366/00.jpg,577,535,0.5323622082916191
3240479138.jpg,3240479138,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240479138/00.jpg,605,316,0.3435970188935373
3219142751.jpg,3219142751,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3219142751/19.jpg,900,674,0.9377619552612305
3208231228.jpg,3208231228,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3208231228/04.jpg,900,603,0.8482782463828537
3240440397.jpg,3240440397,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240440397/02.jpg,459,268,0.2118231714285983
3167980687.jpg,3167980687,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3167980687/01.jpg,417,688,0.5583621876313065
3232912941.jpg,3232912941,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3232912941/00.jpg,800,468,0.6990804131611639
3240169321.jpg,3240169321,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3240169321/00.jpg,900,410,0.5574335438123329
3240463601.jpg,3240463601,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240463601/01.jpg,443,313,0.23848285762317317
3049516242.jpg,3049516242,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3049516242/06.jpg,900,675,0.9745418376561329
3240345052.jpg,3240345052,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240345052/00.jpg,695,601,0.7508834389725767
3240385854.jpg,3240385854,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240385854/02.jpg,600,690,0.7757120625097618
3239964465.jpg,3239964465,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239964465/00.jpg,747,402,0.4289304020094906
3240442036.jpg,3240442036,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240442036/03.jpg,791,642,0.68685072749955
3240118070.jpg,3240118070,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3240118070/02.jpg,601,347,0.37126145379167774
3240356366.jpg,3240356366,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240356366/01.jpg,456,544,0.6548809478252666
3239823447.jpg,3239823447,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239823447/02.jpg,600,552,0.6407586022754281
3239109844.jpg,3239109844,undamaged,dl/data/leboncoin-private/raw/images/undamaged/3239109844/02.jpg,900,538,0.8836819487883353
3240365974.jpg,3240365974,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240365974/01.jpg,900,360,0.39925282696547204
3240323597.jpg,3240323597,excellent_condition,dl/data/leboncoin-private/raw/images/excellent_condition/3240323597/01.jpg,800,600,0.925439930024839
